,D1C1,D1C2,D1C3,D1C4,D1C5,D1C6,D1C7,D1C8,D1C9,D1C10,D1C11,D1C12,D1C13,D1C14,D1C15,D1C16,D1C17,D2C1,D2C2,D2C3,D2C4,D2C5,D2C6,D2C7,D2C8,D2C9,D2C10,D2C11,D2C12,D2C13,D2C14,D2C15,D2C16,D2C17,D3C1,D3C2,D3C3,D3C4,D3C5,D3C6,D3C7,D3C8,D3C9,D3C10,D3C11,D3C12,D3C13,D3C14,D3C15,D3C16,D3C17,D4C1,D4C2,D4C3,D4C4,D4C5,D4C6,D4C7,D4C8,D4C9,D4C10,D4C11,D4C12,D4C13,D4C14,D4C15,D4C16,D4C17,D5C1,D5C2,D5C3,D5C4,D5C5,D5C6,D5C7,D5C8,D5C9,D5C10,D5C11,D5C12,D5C13,D5C14,D5C15,D5C16,D5C17,D6C1,D6C2,D6C3,D6C4,D6C5,D6C6,D6C7,D6C8,D6C9,D6C10,D6C11,D6C12,D6C13,D6C14,D6C15,D6C16,D6C17,D7C1,D7C2,D7C3,D7C4,D7C5,D7C6,D7C7,D7C8,D7C9,D7C10,D7C11,D7C12,D7C13,D7C14,D7C15,D7C16,D7C17,D8C1,D8C2,D8C3,D8C4,D8C5,D8C6,D8C7,D8C8,D8C9,D8C10,D8C11,D8C12,D8C13,D8C14,D8C15,D8C16,D8C17,D9C1,D9C2,D9C3,D9C4,D9C5,D9C6,D9C7,D9C8,D9C9,D9C10,D9C11,D9C12,D9C13,D9C14,D9C15,D9C16,D9C17,D10C1,D10C2,D10C3,D10C4,D10C5,D10C6,D10C7,D10C8,D10C9,D10C10,D10C11,D10C12,D10C13,D10C14,D10C15,D10C16,D10C17,D11C1,D11C2,D11C3,D11C4,D11C5,D11C6,D11C7,D11C8,D11C9,D11C10,D11C11,D11C12,D11C13,D11C14,D11C15,D11C16,D11C17,D12C1,D12C2,D12C3,D12C4,D12C5,D12C6,D12C7,D12C8,D12C9,D12C10,D12C11,D12C12,D12C13,D12C14,D12C15,D12C16,D12C17,D13C1,D13C2,D13C3,D13C4,D13C5,D13C6,D13C7,D13C8,D13C9,D13C10,D13C11,D13C12,D13C13,D13C14,D13C15,D13C16,D13C17,D14C1,D14C2,D14C3,D14C4,D14C5,D14C6,D14C7,D14C8,D14C9,D14C10,D14C11,D14C12,D14C13,D14C14,D14C15,D14C16,D14C17,D15C1,D15C2,D15C3,D15C4,D15C5,D15C6,D15C7,D15C8,D15C9,D15C10,D15C11,D15C12,D15C13,D15C14,D15C15,D15C16,D15C17,D16C1,D16C2,D16C3,D16C4,D16C5,D16C6,D16C7,D16C8,D16C9,D16C10,D16C11,D16C12,D16C13,D16C14,D16C15,D16C16,D16C17,D17C1,D17C2,D17C3,D17C4,D17C5,D17C6,D17C7,D17C8,D17C9,D17C10,D17C11,D17C12,D17C13,D17C14,D17C15,D17C16,D17C17,D18C1,D18C2,D18C3,D18C4,D18C5,D18C6,D18C7,D18C8,D18C9,D18C10,D18C11,D18C12,D18C13,D18C14,D18C15,D18C16,D18C17,D19C1,D19C2,D19C3,D19C4,D19C5,D19C6,D19C7,D19C8,D19C9,D19C10,D19C11,D19C12,D19C13,D19C14,D19C15,D19C16,D19C17,D20C1,D20C2,D20C3,D20C4,D20C5,D20C6,D20C7,D20C8,D20C9,D20C10,D20C11,D20C12,D20C13,D20C14,D20C15,D20C16,D20C17,D21C1,D21C2,D21C3,D21C4,D21C5,D21C6,D21C7,D21C8,D21C9,D21C10,D21C11,D21C12,D21C13,D21C14,D21C15,D21C16,D21C17,D22C1,D22C2,D22C3,D22C4,D22C5,D22C6,D22C7,D22C8,D22C9,D22C10,D22C11,D22C12,D22C13,D22C14,D22C15,D22C16,D22C17,D23C1,D23C2,D23C3,D23C4,D23C5,D23C6,D23C7,D23C8,D23C9,D23C10,D23C11,D23C12,D23C13,D23C14,D23C15,D23C16,D23C17,D24C1,D24C2,D24C3,D24C4,D24C5,D24C6,D24C7,D24C8,D24C9,D24C10,D24C11,D24C12,D24C13,D24C14,D24C15,D24C16,D24C17,D25C1,D25C2,D25C3,D25C4,D25C5,D25C6,D25C7,D25C8,D25C9,D25C10,D25C11,D25C12,D25C13,D25C14,D25C15,D25C16,D25C17,D26C1,D26C2,D26C3,D26C4,D26C5,D26C6,D26C7,D26C8,D26C9,D26C10,D26C11,D26C12,D26C13,D26C14,D26C15,D26C16,D26C17,D27C1,D27C2,D27C3,D27C4,D27C5,D27C6,D27C7,D27C8,D27C9,D27C10,D27C11,D27C12,D27C13,D27C14,D27C15,D27C16,D27C17,D28C1,D28C2,D28C3,D28C4,D28C5,D28C6,D28C7,D28C8,D28C9,D28C10,D28C11,D28C12,D28C13,D28C14,D28C15,D28C16,D28C17,D29C1,D29C2,D29C3,D29C4,D29C5,D29C6,D29C7,D29C8,D29C9,D29C10,D29C11,D29C12,D29C13,D29C14,D29C15,D29C16,D29C17,D30C1,D30C2,D30C3,D30C4,D30C5,D30C6,D30C7,D30C8,D30C9,D30C10,D30C11,D30C12,D30C13,D30C14,D30C15,D30C16,D30C17,D31C1,D31C2,D31C3,D31C4,D31C5,D31C6,D31C7,D31C8,D31C9,D31C10,D31C11,D31C12,D31C13,D31C14,D31C15,D31C16,D31C17,D32C1,D32C2,D32C3,D32C4,D32C5,D32C6,D32C7,D32C8,D32C9,D32C10,D32C11,D32C12,D32C13,D32C14,D32C15,D32C16,D32C17,D33C1,D33C2,D33C3,D33C4,D33C5,D33C6,D33C7,D33C8,D33C9,D33C10,D33C11,D33C12,D33C13,D33C14,D33C15,D33C16,D33C17,D34C1,D34C2,D34C3,D34C4,D34C5,D34C6,D34C7,D34C8,D34C9,D34C10,D34C11,D34C12,D34C13,D34C14,D34C15,D34C16,D34C17,D35C1,D35C2,D35C3,D35C4,D35C5,D35C6,D35C7,D35C8,D35C9,D35C10,D35C11,D35C12,D35C13,D35C14,D35C15,D35C16,D35C17,D36C1,D36C2,D36C3,D36C4,D36C5,D36C6,D36C7,D36C8,D36C9,D36C10,D36C11,D36C12,D36C13,D36C14,D36C15,D36C16,D36C17,D37C1,D37C2,D37C3,D37C4,D37C5,D37C6,D37C7,D37C8,D37C9,D37C10,D37C11,D37C12,D37C13,D37C14,D37C15,D37C16,D37C17,D38C1,D38C2,D38C3,D38C4,D38C5,D38C6,D38C7,D38C8,D38C9,D38C10,D38C11,D38C12,D38C13,D38C14,D38C15,D38C16,D38C17,D39C1,D39C2,D39C3,D39C4,D39C5,D39C6,D39C7,D39C8,D39C9,D39C10,D39C11,D39C12,D39C13,D39C14,D39C15,D39C16,D39C17,D40C1,D40C2,D40C3,D40C4,D40C5,D40C6,D40C7,D40C8,D40C9,D40C10,D40C11,D40C12,D40C13,D40C14,D40C15,D40C16,D40C17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,2.0,18.0,8.0,16.0,8.0,9.0,2.0,2.0,5.0,8.0,5.0,8.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,28.0,8.0,11.0,10.0,6.0,4.0,7.0,9.0,9.0,30.0,37.0,3.0,50.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,25.0,10.0,17.0,7.0,6.0,3.0,6.0,4.0,11.0,7.0,12.0,8.0,16.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,1.0,6.0,11.0,0.0,0.0,6.0,4.0,1.0,9.0,18.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,15.0,2.0,6.0,12.0,7.0,2.0,11.0,4.0,3.0,41.0,25.0,2.0,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,15.0,11.0,6.0,10.0,1.0,5.0,5.0,3.0,3.0,10.0,13.0,4.0,14.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,3.0,5.0,4.0,5.0,6.0,10.0,8.0,3.0,16.0,14.0,5.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,4.0,8.0,5.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,4.0,7.0,21.0,5.0,1.0,5.0,14.0,6.0,16.0,26.0,2.0,27.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,15.0,13.0,5.0,9.0,5.0,5.0,5.0,5.0,3.0,10.0,12.0,2.0,19.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,30.0,2.0,10.0,11.0,3.0,16.0,20.0,7.0,2.0,16.0,14.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
